id,legacy_id,type,public_id,name,export,state,annotation_quality,description,cas_number,melting_point,protein_formula,protein_weight,experimental_solubility,experimental_logp,hydrophobicity,isoelectric_point,metabolism,kegg_compound_id,pubchem_compound_id,pubchem_substance_id,chebi_id,het_id,uniprot_id,uniprot_name,genbank_id,wikipedia_id,synthesis_citations,general_citations,comments,protein_structure_file_name,protein_structure_content_type,protein_structure_file_size,protein_structure_updated_at,msds_file_name,msds_content_type,msds_file_size,msds_updated_at,creator_id,updater_id,created_at,updated_at,phenolexplorer_id,dfc_id,hmdb_id,duke_id,drugbank_id,bigg_id,eafus_id,knapsack_id,boiling_point,boiling_point_reference,charge,charge_reference,density,density_reference,optical_rotation,optical_rotation_reference,percent_composition,percent_composition_reference,physical_description,physical_description_reference,refractive_index,refractive_index_reference,uv_index,uv_index_reference,experimental_pka,experimental_pka_reference,experimental_solubility_reference,experimental_logp_reference,hydrophobicity_reference,isoelectric_point_reference,melting_point_reference,moldb_alogps_logp,moldb_logp,moldb_alogps_logs,moldb_smiles,moldb_pka,moldb_formula,moldb_average_mass,moldb_inchi,moldb_mono_mass,moldb_inchikey,moldb_alogps_solubility,moldb_id,moldb_iupac,structure_source,duplicate_id,old_dfc_id,dfc_name,compound_source,flavornet_id,goodscent_id,superscent_id,phenolexplorer_metabolite_id,kingdom,superklass,klass,subklass,direct_parent,molecular_framework,chembl_id,chemspider_id,meta_cyc_id,foodcomex,phytohub_id
78,95,SmallMoleculeCompound,FDB000078,Luteolinidin,TRUE,,low,Luteolinidin is a chemical compound belonging to the 3-deoxyanthocyanidins and that can be found in Sorghum bicolor.,1154-78-5,,,,,,,,,C08652,441701,,6584,,,,,Luteolinidin,,,CAS no. refers to chloride,,,,,,,,,,2,2010-04-08 22:04:25 UTC,2015-07-20 21:30:23 UTC,98,BFJ82-K:BFJ82-K,HMDB29249,LUTEOLINIDIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,2.9,-3.92,OC1=CC2=C(C=CC(=[O+]2)C2=CC=C(O)C(O)=C2)C(O)=C1,7.64,C15H11O5,271.2448,"InChI=1S/C15H10O5/c16-9-6-12(18)10-2-4-14(20-15(10)7-9)8-1-3-11(17)13(19)5-8/h1-7H,(H3-,16,17,18,19)/p+1",271.0606485,InChIKey=GDNIGMNXEKGFIP-UHFFFAOYSA-O,3.71e-02 g/l,41515,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-1$l^{4}-chromen-1-ylium",BIOSPIDER,,,"3',4',5,7-Tetrahydroxyflavylium(1+)",PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Hydroxyflavonoids,7-hydroxyflavonoids,Aromatic heteropolycyclic compounds,CHEMBL1275834,390308,CPD-11945,,
80,97,SmallMoleculeCompound,FDB000080,Pigment A aglycone,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,Aglycone for compound FDB000047,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:23 UTC,100,,HMDB29250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,3.5,-5.09,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O)C1=CC=C(O)C=C1)=CC(O)=C2,5.89,C25H19O8,447.4136,"InChI=1S/C25H18O8/c1-30-20-7-13(8-21(31-2)24(20)29)25-23(28)16-11-17(12-3-5-14(26)6-4-12)32-18-9-15(27)10-19(33-25)22(16)18/h3-11H,1-2H3,(H3-,26,27,28,29)/p+1",447.1079926,InChIKey=PDRWPABNSNPHHW-UHFFFAOYSA-O,3.91e-03 g/l,40769,"4,11-dihydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-7-(4-hydroxyphenyl)-2$l^{4},8-dioxatricyclo[7.3.1.0^{5,13}]trideca-1(13),2,4,6,9,11-hexaen-2-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,3'-O-methylated flavonoids,Aromatic heteropolycyclic compounds,,30776746,,,
81,98,SmallMoleculeCompound,FDB000081,Pinotin A aglycone,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,Aglycone for compound FDB000052,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:23 UTC,101,,HMDB29251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.21,-4.87,COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O)C1=CC=C(O)C(O)=C1)=CC(O)=C2,5.89,C25H19O9,463.413,"InChI=1S/C25H18O9/c1-31-20-6-12(7-21(32-2)24(20)30)25-23(29)14-10-17(11-3-4-15(27)16(28)5-11)33-18-8-13(26)9-19(34-25)22(14)18/h3-10H,1-2H3,(H4-,26,27,28,29,30)/p+1",463.1029072,InChIKey=WFTCHKAQOPLTQR-UHFFFAOYSA-O,6.71e-03 g/l,41641,"7-(3,4-dihydroxyphenyl)-4,11-dihydroxy-3-(4-hydroxy-3,5-dimethoxyphenyl)-2$l^{4},8-dioxatricyclo[7.3.1.0^{5,13}]trideca-1(13),2,4,6,9,11-hexaen-2-ylium",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,3'-O-methylated flavonoids,Aromatic heteropolycyclic compounds,,30776747,,,
82,99,SmallMoleculeCompound,FDB000082,Butein,TRUE,,low,,487-52-5,,,,,,,,,C08578,5281222,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-02-15 22:26:34 UTC,104,,,BUTEIN,,,,C00006941,,,,,,,,,,,,,,,,,,,,,,,,2.61,3.33,-3.57,OC1=CC=C(C(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)=C1,8.77,C15H12O5,272.2528,"InChI=1S/C15H12O5/c16-10-3-4-11(14(19)8-10)12(17)5-1-9-2-6-13(18)15(20)7-9/h1-8,16,18-20H/b5-1+",272.0684735,InChIKey=AYMYWHCQALZEGT-ORCRQEGFSA-N,7.38e-02 g/l,41513,"(2E)-1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)prop-2-en-1-one",BIOSPIDER,,,,PHENOLEXPLORER,,,,104,,,,,,,,,,,
83,104,SmallMoleculeCompound,FDB000083,Phloretin xylosyl-galactoside,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,263.5 oC,,,0.123 mg/mL at 16 oC,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:23 UTC,110,,HMDB29252,,,,,,,,,,,,,,,,,,,,,,,,BEILSTEIN,,,,,-0.29,-0.163,-2.31,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2OC2=C(C(=O)CCC3=CC=C(O)C=C3)C(O)=CC(O)=C2)[C@H](O)[C@H]1O,9.4949,C26H32O14,568.5239,"InChI=1S/C26H32O14/c27-9-17-20(33)22(35)24(40-25-23(36)21(34)18(10-28)38-25)26(39-17)37-16-8-13(30)7-15(32)19(16)14(31)6-3-11-1-4-12(29)5-2-11/h1-2,4-5,7-8,17-18,20-30,32-36H,3,6,9-10H2/t17-,18-,20+,21+,22+,23-,24-,25+,26-/m1/s1",568.1792,InChIKey=ZPVXZDCYCDBKAJ-UZIOSSNQSA-N,2.78e+00 g/l,40634,"1-(2-{[(2S,3R,4S,5R,6R)-3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4,6-dihydroxyphenyl)-3-(4-hydroxyphenyl)propan-1-one",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Flavonoid O-glycosides,Aromatic heteromonocyclic compounds,,,,,
84,105,SmallMoleculeCompound,FDB000084,Phloretin-2'-O-(2''-O-xylosylglucoside),TRUE,,low,,60-82-2,263.5 oC,,,0.123 mg/mL at 16 oC,,,,,,,,,,,,,,,"# Marks SC, Mullen W, Borges G, Crozier A: Absorption, metabolism, and excretion of cider dihydrochalcones in healthy humans and subjects with an ileostomy. J Agric Food Chem. 2009 Mar 11;57(5):2009-15. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/19199586 [Structure]",,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 04:53:03 UTC,111,,,,,,,,,,,,,,,,,,,,,,,,,,BEILSTEIN,,,,,-0.29,-0.16,-2.31,OC[C@H]1O[C@@H](O[C@H]2[C@H](OC3=C(C(=O)CCC4=CC=C(O)C=C4)C(O)=CC(O)=C3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,9.49,C26H32O14,568.5239,"InChI=1S/C26H32O14/c27-9-17-20(33)22(35)24(40-25-23(36)21(34)18(10-28)38-25)26(39-17)37-16-8-13(30)7-15(32)19(16)14(31)6-3-11-1-4-12(29)5-2-11/h1-2,4-5,7-8,17-18,20-30,32-36H,3,6,9-10H2/t17-,18-,20-,21+,22+,23-,24-,25+,26-/m1/s1",568.1792057,InChIKey=ZPVXZDCYCDBKAJ-NCMRLHFPSA-N,2.78e+00 g/l,39583,"1-(2-{[(2S,3R,4S,5S,6R)-3-{[(2S,3R,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4,6-dihydroxyphenyl)-3-(4-hydroxyphenyl)propan-1-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
85,106,SmallMoleculeCompound,FDB000085,3-Hydroxyphloretin 2'-O-xylosyl-glucoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:23 UTC,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.35,-0.47,-2.33,O[C@@H]1CO[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=CC(O)=C3C(=O)CCC3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O,9.29,C26H32O15,584.5233,"InChI=1S/C26H32O15/c27-11-6-15(31)19(13(29)4-2-10-1-3-12(28)14(30)5-10)17(7-11)40-26-24(37)22(35)21(34)18(41-26)9-39-25-23(36)20(33)16(32)8-38-25/h1,3,5-7,16,18,20-28,30-37H,2,4,8-9H2/t16-,18-,20+,21-,22+,23-,24-,25+,26-/m1/s1",584.1741204,InChIKey=ILXISCCVBSLKSX-SUFHHTCNSA-N,2.75e+00 g/l,27740,"1-(2,4-dihydroxy-6-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-({[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy}methyl)oxan-2-yl]oxy}phenyl)-3-(3,4-dihydroxyphenyl)propan-1-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
86,107,SmallMoleculeCompound,FDB000086,3-Hydroxyphloretin 2'-O-glucoside,TRUE,,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:23 UTC,113,KPP23-K:KPP24-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,0.67,-2.5,OC[C@H]1O[C@@H](OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC(O)=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,9.29,C21H24O11,452.4087,"InChI=1S/C21H24O11/c22-8-16-18(28)19(29)20(30)21(32-16)31-15-7-10(23)6-14(27)17(15)12(25)4-2-9-1-3-11(24)13(26)5-9/h1,3,5-7,16,18-24,26-30H,2,4,8H2/t16-,18-,19+,20-,21-/m1/s1",452.1318616,InChIKey=AONTYURQWYQJNQ-QNDFHXLGSA-N,1.44e+00 g/l,27737,"1-(2,4-dihydroxy-6-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenyl)-3-(3,4-dihydroxyphenyl)propan-1-one",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
87,108,SmallMoleculeCompound,FDB000087,3-Hydroxyphloretin,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,11778945,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:24 UTC,115,KPP23-K:KPP23-K,HMDB29253,,,,,C00007942,,,,,,,,,,,,,,,,,,,,,,,,1.78,3.591975211,-3.17,OC1=CC(O)=C(C(=O)CCC2=CC=C(O)C(O)=C2)C(O)=C1,9.292494818,C15H14O6,290.2681,"InChI=1S/C15H14O6/c16-9-6-13(20)15(14(21)7-9)11(18)4-2-8-1-3-10(17)12(19)5-8/h1,3,5-7,16-17,19-21H,2,4H2",290.0790382,InChIKey=CNABJBYLQABXJR-UHFFFAOYSA-N,1.96e-01 g/l,80906,"3-(3,4-dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,Chalcones and dihydrochalcones,Aromatic homomonocyclic compounds,CHEMBL492818,9953627,,,
94,132,SmallMoleculeCompound,FDB000094,Isoneotheaflavin 3-O-gallate,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:24 UTC,143,,HMDB29254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02,4.41,-3.77,O[C@H]1CC2=C(OC1C1=CC(O)=C(O)C3=C1C=C(C=C(O)C3=O)C1OC3=C(C[C@@H]1OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C3)C=C(O)C=C2O,8.43,C36H28O16,716.5979,"InChI=1S/C36H28O16/c37-14-5-20(39)18-10-26(45)35(51-27(18)7-14)17-9-25(44)33(48)30-16(17)1-12(2-24(43)32(30)47)34-29(11-19-21(40)6-15(38)8-28(19)50-34)52-36(49)13-3-22(41)31(46)23(42)4-13/h1-9,26,29,34-35,37-42,44-46,48H,10-11H2,(H,43,47)/t26-,29-,34?,35?/m0/s1",716.1377348,InChIKey=KMJPKUVSXFVQGZ-QUWMGRMQSA-N,1.21e-01 g/l,27765,"(3S)-5,7-dihydroxy-2-{3,4,6-trihydroxy-5-oxo-1-[(3S)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl]-5H-benzo[7]annulen-8-yl}-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Aromatic heteropolycyclic compounds,,,,,
95,133,SmallMoleculeCompound,FDB000095,ent-Gallocatechin 3-gallate,TRUE,,low,,68-22-4,,,,,,,,,,,,,,,,,,,,Not found in CCD,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 05:00:48 UTC,144,,,(-)-GALLOCATECHIN-GALLATE|L-GALLOCATECHIN-GALLATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,3.076145577,-3.8,OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1,8.719241715,C22H18O11,458.3717,"InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21+/m1/s1",458.0849114,InChIKey=WMBWREPUVVBILR-NQIIRXRSSA-N,7.28e-02 g/l,27714,"(2S,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
97,135,SmallMoleculeCompound,FDB000097,ent-Catechin 3-gallate,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],120-80-9,,,,,,,,,,6419835,,23053,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 05:00:48 UTC,146,,HMDB29255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,3.38,-4,OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O2)C2=CC(O)=C(O)C=C2)C(O)=C1,8.9,C22H18O10,442.3723,"InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2/t19-,21+/m1/s1",442.0899968,InChIKey=LSHVYAFMTMFKBA-CTNGQTDRSA-N,4.43e-02 g/l,27715,"(2S,3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-3-yl 3,4,5-trihydroxybenzoate",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechin gallates,Aromatic heteropolycyclic compounds,,4925466,,,
98,138,SmallMoleculeCompound,FDB000098,Isoneotheaflavin,TRUE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-20 21:30:24 UTC,149,,HMDB29256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,2.83,-3.41,O[C@H]1CC2=C(OC1C1=CC(O)=C(O)C3=C1C=C(C=C(O)C3=O)C1OC3=C(C[C@@H]1O)C(O)=CC(O)=C3)C=C(O)C=C2O,9.07,C29H24O12,564.4937,"InChI=1S/C29H24O12/c30-11-3-17(32)15-8-21(36)28(40-23(15)5-11)10-1-13-14(7-20(35)27(39)25(13)26(38)19(34)2-10)29-22(37)9-16-18(33)4-12(31)6-24(16)41-29/h1-7,21-22,28-33,35-37,39H,8-9H2,(H,34,38)/t21-,22-,28?,29?/m0/s1",564.1267762,InChIKey=IPMYMEWFZKHGAX-YFVLFDEISA-N,2.19e-01 g/l,27764,"3,4,6-trihydroxy-1,8-bis[(3S)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-2-yl]-5H-benzo[7]annulen-5-one",MANUAL,,,,PHENOLEXPLORER,,,,,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavans,Catechins,Aromatic heteropolycyclic compounds,,,,,
107,147,SmallMoleculeCompound,FDB000107,Procyanidin tetramer T4,FALSE,,low,A polyphenol compound found in foods of plant origin [PhenolExplorer; Access personnal copy],,,,,,,,,,,,,,,,,,,,,"Structure undertermined for this compound, cf http://www.springerlink.com/content/kvh2bhxq0xxh35fq/ (Bartolome 1997)",,,,,,,,,,2,2010-04-08 22:04:26 UTC,2015-07-21 17:06:34 UTC,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
108,148,SmallMoleculeCompound,FDB000108,Procyanidin trimer EEC,TRUE,,low,,490-46-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 04:51:50 UTC,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,4.4364,-3.55,O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C(C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O,9.0599,C45H38O18,866.7724,"InChI=1S/C45H38O18/c46-18-10-27(54)33-32(11-18)61-42(16-2-5-21(48)25(52)8-16)39(59)37(33)35-29(56)14-30(57)36-38(40(60)43(63-45(35)36)17-3-6-22(49)26(53)9-17)34-28(55)13-23(50)19-12-31(58)41(62-44(19)34)15-1-4-20(47)24(51)7-15/h1-11,13-14,31,37-43,46-60H,12H2/t31-,37?,38?,39+,40+,41+,42+,43+/m0/s1",866.2058,InChIKey=MOJZMWJRUKIQGL-GUZXBWELSA-N,2.47e-01 g/l,80858,"(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-4-yl]-4-[(2R,3S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-1-benzopyran-8-yl]-3,4-dihydro-2H-1-benzopyran-3,5,7-triol",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
115,155,SmallMoleculeCompound,FDB000115,Prodelphinidin trimer GC-GC-C,TRUE,,low,,71-30-7,,,,,,,,,,,,,,,,,,,"# McMurrough I, Madigan D, Smyth MR. Semipreparative Chromatographic Procedure for the Isolation of Dimeric and Trimeric Proanthocyanidins from Barley. J. Agric. Food Chem. 1996;44(7):1731-1735. [Isolation]",No structure available in article,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 04:51:50 UTC,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[H]N[C@@H](CC(N)=O)C(=O)N[C@@H](C[SeH])C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(O)=O,,C19H35N5O6Se,508.489,"InChI=1S/C19H35N5O6Se/c1-9(2)5-12(17(27)23-13(19(29)30)6-10(3)4)22-18(28)14(8-31)24-16(26)11(20)7-15(21)25/h9-14,31H,5-8,20H2,1-4H3,(H2,21,25)(H,22,28)(H,23,27)(H,24,26)(H,29,30)/t11-,12-,13-,14-/m0/s1",509.175256,VOSSYQZSALYRPE-XUXIUFHCSA-N,,,,,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
122,164,SmallMoleculeCompound,FDB000122,Prodelphinidin trimer GC-C-C,TRUE,,low,,99-76-3,,,,,,,,,,,,,,,,,,,"# McMurrough I, Madigan D, Smyth MR. Semipreparative Chromatographic Procedure for the Isolation of Dimeric and Trimeric Proanthocyanidins from Barley. J. Agric. Food Chem. 1996;44(7):1731-1735. [Isolation]",No structure available in article,,,,,,,,,,2,2010-04-08 22:04:26 UTC,2017-04-03 04:51:50 UTC,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC(O)=C(O)C=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O)C=C(O)C(=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O)[C@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O,,C45H38O20,898.779,"InChI=1S/C45H38O20/c46-16-8-21(50)31-30(9-16)63-42(14-4-25(54)37(59)26(55)5-14)39(61)35(31)33-23(52)12-24(53)34-36(40(62)43(65-45(33)34)15-6-27(56)38(60)28(57)7-15)32-22(51)11-19(48)17-10-29(58)41(64-44(17)32)13-1-2-18(47)20(49)3-13/h1-9,11-12,29,35-36,39-43,46-62H,10H2/t29-,35-,36+,39-,40-,41+,42+,43+/m0/s1",898.1956436,RJFFPCHJOFXZQD-YTSXHMEESA-N,,,,,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
123,165,SmallMoleculeCompound,FDB000123,Prodelphinidin trimer C-GC-C,TRUE,,low,,99-76-3,,,,,,,,,,,,,,,,,,,"# McMurrough I, Madigan D, Smyth MR. Semipreparative Chromatographic Procedure for the Isolation of Dimeric and Trimeric Proanthocyanidins from Barley. J. Agric. Food Chem. 1996;44(7):1731-1735. [Isolation]",No structure available in article,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2017-04-03 04:51:50 UTC,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[H][C@]1(O)CC2=C(O[C@]1([H])C1=CC(O)=C(O)C=C1)C(=C(O)C=C2O)[C@]1([H])C2=C(O)C=C(O)C(=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O)[C@]1([H])C2=C(O)C=C(O)C=C2O[C@]([H])(C2=CC(O)=C(O)C(O)=C2)[C@@]1([H])O,,C45H38O20,898.779,"InChI=1S/C45H38O20/c46-16-8-21(50)31-30(9-16)63-42(14-4-25(54)37(59)26(55)5-14)39(61)35(31)33-23(52)12-24(53)34-36(40(62)43(65-45(33)34)15-6-27(56)38(60)28(57)7-15)32-22(51)11-19(48)17-10-29(58)41(64-44(17)32)13-1-2-18(47)20(49)3-13/h1-9,11-12,29,35-36,39-43,46-62H,10H2/t29-,35-,36+,39-,40-,41+,42+,43+/m0/s1",898.1956436,RJFFPCHJOFXZQD-YTSXHMEESA-N,,,,,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
126,168,SmallMoleculeCompound,FDB000126,"Epicatechin-(2alpha->7,4alpha->8)-epicatechin 3-galactoside",TRUE,,low,,490-46-0,,,,,,,,,,,,,,,,,,,"# Natsume M, Osakabe N, Yamagishi M, Takizawa T, Nakamura T, Miyatake H, Hatano T, Yoshida T: Analyses of polyphenols in cacao liquor, cocoa, and chocolate by normal-phase and reversed-phase HPLC. Biosci Biotechnol Biochem. 2000 Dec;64(12):2581-7. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/11210120 [Structure]",,,,,,,,,,,2,2010-04-08 22:04:27 UTC,2017-04-03 05:00:48 UTC,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,3.2,-3.43,OC[C@H]1O[C@H](O[C@@H]2[C@@H]3C4=C(O[C@]2(OC2=C3C3=C(CC[C@H](O3)C3=CC(O)=C(O)C=C3)C=C2)C2=CC(O)=C(O)C=C2)C=C(O)C=C4O)[C@H](O)[C@@H](O)[C@H]1O,9.19,C36H34O15,706.6462,"InChI=1S/C36H34O15/c37-13-26-30(44)31(45)32(46)35(48-26)49-34-29-27-22(43)11-17(38)12-25(27)51-36(34,16-4-6-19(40)21(42)10-16)50-24-8-3-14-2-7-23(47-33(14)28(24)29)15-1-5-18(39)20(41)9-15/h1,3-6,8-12,23,26,29-32,34-35,37-46H,2,7,13H2/t23-,26+,29+,30-,31-,32+,34+,35+,36+/m0/s1",706.1897704,InChIKey=MVLCXMXCRQYNIC-TWULTLMFSA-N,2.63e-01 g/l,27724,"(2R,3R,4S,5R,6R)-2-{[(1R,5S,13R,21R)-5,13-bis(3,4-dihydroxyphenyl)-17,19-dihydroxy-4,12,14-trioxapentacyclo[11.7.1.0^{2,11}.0^{3,8}.0^{15,20}]henicosa-2(11),3(8),9,15(20),16,18-hexaen-21-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",MANUAL,,,,PHENOLEXPLORER,,,,,,,,,,,,,,,
